사용일,호선,구분,역명,a
일요일,2호선,외선,을지3가,47
일요일,2호선,내선,을지3가,36
일요일,2호선,외선,을지3가,50
일요일,2호선,내선,을지3가,40
일요일,2호선,외선,을지3가,45
일요일,2호선,내선,을지3가,40
일요일,2호선,외선,을지3가,51
일요일,2호선,내선,을지3가,45
일요일,2호선,외선,을지3가,42
일요일,2호선,내선,을지3가,42
일요일,2호선,외선,을지3가,50
일요일,2호선,내선,을지3가,44
일요일,2호선,외선,을지3가,45
일요일,2호선,내선,을지3가,38
일요일,2호선,외선,을지3가,31
일요일,2호선,내선,을지3가,38
일요일,2호선,외선,을지3가,25
일요일,2호선,내선,을지3가,37
일요일,2호선,외선,을지3가,23
일요일,2호선,내선,을지3가,34
일요일,2호선,외선,을지3가,22
일요일,2호선,내선,을지3가,36
일요일,2호선,외선,을지3가,21
일요일,2호선,내선,을지3가,0
일요일,2호선,외선,을지3가,0
평일,2호선,내선,을지4가,13
평일,2호선,외선,을지4가,14
평일,2호선,내선,을지4가,16
평일,2호선,외선,을지4가,21
평일,2호선,내선,을지4가,25
평일,2호선,외선,을지4가,54
평일,2호선,내선,을지4가,49
평일,2호선,외선,을지4가,73
평일,2호선,내선,을지4가,27
평일,2호선,외선,을지4가,40
평일,2호선,내선,을지4가,26
평일,2호선,외선,을지4가,32
평일,2호선,내선,을지4가,31
평일,2호선,외선,을지4가,38
평일,2호선,내선,을지4가,31
평일,2호선,외선,을지4가,33
평일,2호선,내선,을지4가,39
평일,2호선,외선,을지4가,35
평일,2호선,내선,을지4가,38
평일,2호선,외선,을지4가,34
평일,2호선,내선,을지4가,41
평일,2호선,외선,을지4가,35
평일,2호선,내선,을지4가,43
평일,2호선,외선,을지4가,34
평일,2호선,내선,을지4가,47
평일,2호선,외선,을지4가,40
평일,2호선,내선,을지4가,69
평일,2호선,외선,을지4가,59
평일,2호선,내선,을지4가,50
평일,2호선,외선,을지4가,39
평일,2호선,내선,을지4가,35
평일,2호선,외선,을지4가,35
평일,2호선,내선,을지4가,48
평일,2호선,외선,을지4가,33
평일,2호선,내선,을지4가,50
평일,2호선,외선,을지4가,40
평일,2호선,내선,을지4가,42
평일,2호선,외선,을지4가,24
평일,2호선,내선,을지4가,12
평일,2호선,외선,을지4가,13
토요일,2호선,내선,을지4가,16
토요일,2호선,외선,을지4가,14
토요일,2호선,내선,을지4가,15
토요일,2호선,외선,을지4가,14
토요일,2호선,내선,을지4가,15
토요일,2호선,외선,을지4가,15
토요일,2호선,내선,을지4가,25
토요일,2호선,외선,을지4가,25
토요일,2호선,내선,을지4가,22
토요일,2호선,외선,을지4가,31
토요일,2호선,내선,을지4가,28
토요일,2호선,외선,을지4가,37
토요일,2호선,내선,을지4가,33
토요일,2호선,외선,을지4가,46
토요일,2호선,내선,을지4가,42
토요일,2호선,외선,을지4가,57
토요일,2호선,내선,을지4가,46
토요일,2호선,외선,을지4가,52
토요일,2호선,내선,을지4가,46
토요일,2호선,외선,을지4가,59
토요일,2호선,내선,을지4가,46
토요일,2호선,외선,을지4가,58
토요일,2호선,내선,을지4가,52
토요일,2호선,외선,을지4가,45
토요일,2호선,내선,을지4가,52
토요일,2호선,외선,을지4가,55
토요일,2호선,내선,을지4가,47
토요일,2호선,외선,을지4가,52
토요일,2호선,내선,을지4가,36
토요일,2호선,외선,을지4가,40
토요일,2호선,내선,을지4가,43
토요일,2호선,외선,을지4가,37
토요일,2호선,내선,을지4가,47
토요일,2호선,외선,을지4가,33
토요일,2호선,내선,을지4가,57
토요일,2호선,외선,을지4가,33
토요일,2호선,내선,을지4가,53
토요일,2호선,외선,을지4가,37
토요일,2호선,내선,을지4가,0
토요일,2호선,외선,을지4가,0
일요일,2호선,내선,을지4가,15
일요일,2호선,외선,을지4가,7
일요일,2호선,내선,을지4가,10
일요일,2호선,외선,을지4가,9
일요일,2호선,내선,을지4가,11
일요일,2호선,외선,을지4가,9
일요일,2호선,내선,을지4가,27
일요일,2호선,외선,을지4가,19
일요일,2호선,내선,을지4가,21
일요일,2호선,외선,을지4가,30
일요일,2호선,내선,을지4가,21
일요일,2호선,외선,을지4가,29
일요일,2호선,내선,을지4가,30
일요일,2호선,외선,을지4가,41
일요일,2호선,내선,을지4가,34
일요일,2호선,외선,을지4가,45
일요일,2호선,내선,을지4가,34
일요일,2호선,외선,을지4가,46
일요일,2호선,내선,을지4가,38
일요일,2호선,외선,을지4가,42
일요일,2호선,내선,을지4가,39
일요일,2호선,외선,을지4가,49
일요일,2호선,내선,을지4가,42
일요일,2호선,외선,을지4가,38
일요일,2호선,내선,을지4가,41
일요일,2호선,외선,을지4가,44
일요일,2호선,내선,을지4가,43
일요일,2호선,외선,을지4가,41
일요일,2호선,내선,을지4가,37
일요일,2호선,외선,을지4가,28
일요일,2호선,내선,을지4가,37
일요일,2호선,외선,을지4가,23
일요일,2호선,내선,을지4가,36
일요일,2호선,외선,을지4가,22
일요일,2호선,내선,을지4가,32
일요일,2호선,외선,을지4가,21
일요일,2호선,내선,을지4가,34
일요일,2호선,외선,을지4가,20
일요일,2호선,내선,을지4가,0
일요일,2호선,외선,을지4가,0
평일,2호선,내선,을지입구,15
평일,2호선,외선,을지입구,8
평일,2호선,내선,을지입구,19
평일,2호선,외선,을지입구,14
평일,2호선,내선,을지입구,34
평일,2호선,외선,을지입구,37
평일,2호선,내선,을지입구,66
평일,2호선,외선,을지입구,48
평일,2호선,내선,을지입구,37
평일,2호선,외선,을지입구,30
평일,2호선,내선,을지입구,31
평일,2호선,외선,을지입구,27
평일,2호선,내선,을지입구,39
평일,2호선,외선,을지입구,34
평일,2호선,내선,을지입구,37
평일,2호선,외선,을지입구,33
평일,2호선,내선,을지입구,45
평일,2호선,외선,을지입구,38
평일,2호선,내선,을지입구,43
평일,2호선,외선,을지입구,37
평일,2호선,내선,을지입구,46
평일,2호선,외선,을지입구,39
평일,2호선,내선,을지입구,47
평일,2호선,외선,을지입구,41
평일,2호선,내선,을지입구,49
평일,2호선,외선,을지입구,49
평일,2호선,내선,을지입구,69
평일,2호선,외선,을지입구,86
평일,2호선,내선,을지입구,50
평일,2호선,외선,을지입구,57
평일,2호선,내선,을지입구,36
평일,2호선,외선,을지입구,57
평일,2호선,내선,을지입구,52
평일,2호선,외선,을지입구,50
평일,2호선,내선,을지입구,52
평일,2호선,외선,을지입구,58
평일,2호선,내선,을지입구,42
평일,2호선,외선,을지입구,36
평일,2호선,내선,을지입구,12
평일,2호선,외선,을지입구,18
토요일,2호선,내선,을지입구,18
토요일,2호선,외선,을지입구,8
토요일,2호선,내선,을지입구,17
토요일,2호선,외선,을지입구,11
토요일,2호선,내선,을지입구,19
토요일,2호선,외선,을지입구,12
토요일,2호선,내선,을지입구,29
토요일,2호선,외선,을지입구,19
토요일,2호선,내선,을지입구,25
토요일,2호선,외선,을지입구,24
토요일,2호선,내선,을지입구,35
토요일,2호선,외선,을지입구,32
토요일,2호선,내선,을지입구,38
토요일,2호선,외선,을지입구,41
토요일,2호선,내선,을지입구,50
토요일,2호선,외선,을지입구,51
토요일,2호선,내선,을지입구,54
토요일,2호선,외선,을지입구,55
토요일,2호선,내선,을지입구,53
토요일,2호선,외선,을지입구,67
토요일,2호선,내선,을지입구,52
토요일,2호선,외선,을지입구,69
토요일,2호선,내선,을지입구,60
토요일,2호선,외선,을지입구,57
토요일,2호선,내선,을지입구,60
토요일,2호선,외선,을지입구,67
토요일,2호선,내선,을지입구,53
토요일,2호선,외선,을지입구,67
토요일,2호선,내선,을지입구,42
토요일,2호선,외선,을지입구,55
토요일,2호선,내선,을지입구,51
토요일,2호선,외선,을지입구,60
토요일,2호선,내선,을지입구,56
토요일,2호선,외선,을지입구,51
토요일,2호선,내선,을지입구,64
토요일,2호선,외선,을지입구,46
토요일,2호선,내선,을지입구,61
토요일,2호선,외선,을지입구,54
토요일,2호선,내선,을지입구,0
토요일,2호선,외선,을지입구,0
일요일,2호선,내선,을지입구,16
일요일,2호선,외선,을지입구,4
일요일,2호선,내선,을지입구,12
일요일,2호선,외선,을지입구,8
일요일,2호선,내선,을지입구,14
일요일,2호선,외선,을지입구,7
일요일,2호선,내선,을지입구,27
일요일,2호선,외선,을지입구,15
일요일,2호선,내선,을지입구,26
일요일,2호선,외선,을지입구,21
일요일,2호선,내선,을지입구,27
일요일,2호선,외선,을지입구,24
일요일,2호선,내선,을지입구,35
일요일,2호선,외선,을지입구,34
일요일,2호선,내선,을지입구,39
일요일,2호선,외선,을지입구,42
일요일,2호선,내선,을지입구,42
일요일,2호선,외선,을지입구,45
일요일,2호선,내선,을지입구,44
일요일,2호선,외선,을지입구,43
일요일,2호선,내선,을지입구,43
일요일,2호선,외선,을지입구,51
일요일,2호선,내선,을지입구,49
일요일,2호선,외선,을지입구,44
일요일,2호선,내선,을지입구,44
일요일,2호선,외선,을지입구,52
일요일,2호선,내선,을지입구,46
일요일,2호선,외선,을지입구,51
일요일,2호선,내선,을지입구,39
일요일,2호선,외선,을지입구,39
일요일,2호선,내선,을지입구,40
일요일,2호선,외선,을지입구,36
일요일,2호선,내선,을지입구,41
일요일,2호선,외선,을지입구,32
일요일,2호선,내선,을지입구,38
일요일,2호선,외선,을지입구,30
일요일,2호선,내선,을지입구,37
일요일,2호선,외선,을지입구,27
일요일,2호선,내선,을지입구,0
일요일,2호선,외선,을지입구,0
평일,2호선,내선,이대입구,23
평일,2호선,외선,이대입구,15
평일,2호선,내선,이대입구,28
평일,2호선,외선,이대입구,14
평일,2호선,내선,이대입구,61
평일,2호선,외선,이대입구,27
평일,2호선,내선,이대입구,114
평일,2호선,외선,이대입구,37
평일,2호선,내선,이대입구,54
평일,2호선,외선,이대입구,22
평일,2호선,내선,이대입구,41
평일,2호선,외선,이대입구,23
평일,2호선,내선,이대입구,46
평일,2호선,외선,이대입구,33
평일,2호선,내선,이대입구,43
평일,2호선,외선,이대입구,34
평일,2호선,내선,이대입구,49
평일,2호선,외선,이대입구,39
평일,2호선,내선,이대입구,44
평일,2호선,외선,이대입구,42
평일,2호선,내선,이대입구,42
평일,2호선,외선,이대입구,44
평일,2호선,내선,이대입구,42
평일,2호선,외선,이대입구,47
평일,2호선,내선,이대입구,44
평일,2호선,외선,이대입구,58
평일,2호선,내선,이대입구,46
평일,2호선,외선,이대입구,104
평일,2호선,내선,이대입구,34
평일,2호선,외선,이대입구,70
평일,2호선,내선,이대입구,26
평일,2호선,외선,이대입구,65
평일,2호선,내선,이대입구,38
평일,2호선,외선,이대입구,61
평일,2호선,내선,이대입구,42
평일,2호선,외선,이대입구,66
평일,2호선,내선,이대입구,37
평일,2호선,외선,이대입구,45
평일,2호선,내선,이대입구,10
평일,2호선,외선,이대입구,19
토요일,2호선,내선,이대입구,28
토요일,2호선,외선,이대입구,12
토요일,2호선,내선,이대입구,22
토요일,2호선,외선,이대입구,11
토요일,2호선,내선,이대입구,23
토요일,2호선,외선,이대입구,12
토요일,2호선,내선,이대입구,35
토요일,2호선,외선,이대입구,17
토요일,2호선,내선,이대입구,36
토요일,2호선,외선,이대입구,22
토요일,2호선,내선,이대입구,47
토요일,2호선,외선,이대입구,30
토요일,2호선,내선,이대입구,50
토요일,2호선,외선,이대입구,37
토요일,2호선,내선,이대입구,62
토요일,2호선,외선,이대입구,53
토요일,2호선,내선,이대입구,65
토요일,2호선,외선,이대입구,53
토요일,2호선,내선,이대입구,59
토요일,2호선,외선,이대입구,65
토요일,2호선,내선,이대입구,52
토요일,2호선,외선,이대입구,70
토요일,2호선,내선,이대입구,58
토요일,2호선,외선,이대입구,64
토요일,2호선,내선,이대입구,54
토요일,2호선,외선,이대입구,77
토요일,2호선,내선,이대입구,43
토요일,2호선,외선,이대입구,78
토요일,2호선,내선,이대입구,36
토요일,2호선,외선,이대입구,63
토요일,2호선,내선,이대입구,37
토요일,2호선,외선,이대입구,68
토요일,2호선,내선,이대입구,42
토요일,2호선,외선,이대입구,62
토요일,2호선,내선,이대입구,63
토요일,2호선,외선,이대입구,56
토요일,2호선,내선,이대입구,60
토요일,2호선,외선,이대입구,67
토요일,2호선,내선,이대입구,0
토요일,2호선,외선,이대입구,0
일요일,2호선,내선,이대입구,26
일요일,2호선,외선,이대입구,8
일요일,2호선,내선,이대입구,14
일요일,2호선,외선,이대입구,8
일요일,2호선,내선,이대입구,18
일요일,2호선,외선,이대입구,7
일요일,2호선,내선,이대입구,31
일요일,2호선,외선,이대입구,15
일요일,2호선,내선,이대입구,32
일요일,2호선,외선,이대입구,21
일요일,2호선,내선,이대입구,38
일요일,2호선,외선,이대입구,24
일요일,2호선,내선,이대입구,44
일요일,2호선,외선,이대입구,33
일요일,2호선,내선,이대입구,51
일요일,2호선,외선,이대입구,41
일요일,2호선,내선,이대입구,49
일요일,2호선,외선,이대입구,45
일요일,2호선,내선,이대입구,49
일요일,2호선,외선,이대입구,46
일요일,2호선,내선,이대입구,45
일요일,2호선,외선,이대입구,53
일요일,2호선,내선,이대입구,53
일요일,2호선,외선,이대입구,52
일요일,2호선,내선,이대입구,44
일요일,2호선,외선,이대입구,60
일요일,2호선,내선,이대입구,42
일요일,2호선,외선,이대입구,57
일요일,2호선,내선,이대입구,35
일요일,2호선,외선,이대입구,44
일요일,2호선,내선,이대입구,33
일요일,2호선,외선,이대입구,39
일요일,2호선,내선,이대입구,36
일요일,2호선,외선,이대입구,34
일요일,2호선,내선,이대입구,37
일요일,2호선,외선,이대입구,34
일요일,2호선,내선,이대입구,36
일요일,2호선,외선,이대입구,27
일요일,2호선,내선,이대입구,0
일요일,2호선,외선,이대입구,0
평일,2호선,내선,잠실,22
평일,2호선,외선,잠실,16
평일,2호선,내선,잠실,24
평일,2호선,외선,잠실,17
평일,2호선,내선,잠실,60
평일,2호선,외선,잠실,33
평일,2호선,내선,잠실,113
평일,2호선,외선,잠실,38
평일,2호선,내선,잠실,68
평일,2호선,외선,잠실,24
평일,2호선,내선,잠실,43
평일,2호선,외선,잠실,22
평일,2호선,내선,잠실,41
평일,2호선,외선,잠실,29
평일,2호선,내선,잠실,42
평일,2호선,외선,잠실,31
평일,2호선,내선,잠실,47
평일,2호선,외선,잠실,33
평일,2호선,내선,잠실,40
평일,2호선,외선,잠실,33
평일,2호선,내선,잠실,46
평일,2호선,외선,잠실,38
평일,2호선,내선,잠실,44
평일,2호선,외선,잠실,40
평일,2호선,내선,잠실,46
평일,2호선,외선,잠실,48
평일,2호선,내선,잠실,52
평일,2호선,외선,잠실,63
평일,2호선,내선,잠실,37
평일,2호선,외선,잠실,55
평일,2호선,내선,잠실,30
평일,2호선,외선,잠실,44
평일,2호선,내선,잠실,37
평일,2호선,외선,잠실,53
평일,2호선,내선,잠실,35
평일,2호선,외선,잠실,58
평일,2호선,내선,잠실,17
평일,2호선,외선,잠실,33
평일,2호선,내선,잠실,12
평일,2호선,외선,잠실,14
토요일,2호선,내선,잠실,23
토요일,2호선,외선,잠실,23
토요일,2호선,내선,잠실,15
토요일,2호선,외선,잠실,15
토요일,2호선,내선,잠실,19
토요일,2호선,외선,잠실,16
토요일,2호선,내선,잠실,31
토요일,2호선,외선,잠실,28
토요일,2호선,내선,잠실,46
토요일,2호선,외선,잠실,20
토요일,2호선,내선,잠실,50
토요일,2호선,외선,잠실,26
토요일,2호선,내선,잠실,58
토요일,2호선,외선,잠실,31
토요일,2호선,내선,잠실,62
토요일,2호선,외선,잠실,40
토요일,2호선,내선,잠실,59
토요일,2호선,외선,잠실,48
토요일,2호선,내선,잠실,56
토요일,2호선,외선,잠실,48
토요일,2호선,내선,잠실,50
토요일,2호선,외선,잠실,54
토요일,2호선,내선,잠실,51
토요일,2호선,외선,잠실,55
토요일,2호선,내선,잠실,53
토요일,2호선,외선,잠실,49
토요일,2호선,내선,잠실,50
토요일,2호선,외선,잠실,47
토요일,2호선,내선,잠실,34
토요일,2호선,외선,잠실,45
토요일,2호선,내선,잠실,39
토요일,2호선,외선,잠실,39
토요일,2호선,내선,잠실,40
토요일,2호선,외선,잠실,45
토요일,2호선,내선,잠실,39
토요일,2호선,외선,잠실,43
토요일,2호선,내선,잠실,43
토요일,2호선,외선,잠실,36
토요일,2호선,내선,잠실,0
토요일,2호선,외선,잠실,0
일요일,2호선,내선,잠실,12
일요일,2호선,외선,잠실,12
일요일,2호선,내선,잠실,11
일요일,2호선,외선,잠실,10
일요일,2호선,내선,잠실,13
일요일,2호선,외선,잠실,12
일요일,2호선,내선,잠실,25
일요일,2호선,외선,잠실,21
일요일,2호선,내선,잠실,38
일요일,2호선,외선,잠실,19
일요일,2호선,내선,잠실,36
일요일,2호선,외선,잠실,20
일요일,2호선,내선,잠실,43
일요일,2호선,외선,잠실,28
일요일,2호선,내선,잠실,43
일요일,2호선,외선,잠실,36
일요일,2호선,내선,잠실,46
일요일,2호선,외선,잠실,37
일요일,2호선,내선,잠실,44
일요일,2호선,외선,잠실,41
일요일,2호선,내선,잠실,43
일요일,2호선,외선,잠실,43
일요일,2호선,내선,잠실,39
일요일,2호선,외선,잠실,46
일요일,2호선,내선,잠실,46
일요일,2호선,외선,잠실,42
일요일,2호선,내선,잠실,47
일요일,2호선,외선,잠실,41
일요일,2호선,내선,잠실,35
일요일,2호선,외선,잠실,36
일요일,2호선,내선,잠실,33
일요일,2호선,외선,잠실,34
일요일,2호선,내선,잠실,31
일요일,2호선,외선,잠실,32
일요일,2호선,내선,잠실,32
일요일,2호선,외선,잠실,28
일요일,2호선,내선,잠실,26
일요일,2호선,외선,잠실,19
일요일,2호선,내선,잠실,0
일요일,2호선,외선,잠실,0
평일,2호선,내선,잠실나루,19
평일,2호선,외선,잠실나루,18
평일,2호선,내선,잠실나루,22
평일,2호선,외선,잠실나루,17
평일,2호선,내선,잠실나루,41
평일,2호선,외선,잠실나루,37
평일,2호선,내선,잠실나루,81
평일,2호선,외선,잠실나루,41
평일,2호선,내선,잠실나루,51
평일,2호선,외선,잠실나루,25
평일,2호선,내선,잠실나루,31
평일,2호선,외선,잠실나루,23
평일,2호선,내선,잠실나루,35
평일,2호선,외선,잠실나루,29
평일,2호선,내선,잠실나루,37
평일,2호선,외선,잠실나루,32
평일,2호선,내선,잠실나루,39
평일,2호선,외선,잠실나루,34
평일,2호선,내선,잠실나루,35
평일,2호선,외선,잠실나루,34
평일,2호선,내선,잠실나루,43
평일,2호선,외선,잠실나루,39
평일,2호선,내선,잠실나루,41
평일,2호선,외선,잠실나루,42
평일,2호선,내선,잠실나루,37
평일,2호선,외선,잠실나루,48
평일,2호선,내선,잠실나루,44
평일,2호선,외선,잠실나루,64
평일,2호선,내선,잠실나루,33
평일,2호선,외선,잠실나루,54
평일,2호선,내선,잠실나루,26
평일,2호선,외선,잠실나루,43
평일,2호선,내선,잠실나루,32
평일,2호선,외선,잠실나루,50
평일,2호선,내선,잠실나루,34
평일,2호선,외선,잠실나루,55
평일,2호선,내선,잠실나루,23
평일,2호선,외선,잠실나루,31
평일,2호선,내선,잠실나루,17
평일,2호선,외선,잠실나루,12
토요일,2호선,내선,잠실나루,15
토요일,2호선,외선,잠실나루,24
토요일,2호선,내선,잠실나루,17
토요일,2호선,외선,잠실나루,16
토요일,2호선,내선,잠실나루,16
토요일,2호선,외선,잠실나루,17
토요일,2호선,내선,잠실나루,26
토요일,2호선,외선,잠실나루,29
토요일,2호선,내선,잠실나루,41
토요일,2호선,외선,잠실나루,21
토요일,2호선,내선,잠실나루,42
토요일,2호선,외선,잠실나루,29
토요일,2호선,내선,잠실나루,52
토요일,2호선,외선,잠실나루,31
토요일,2호선,내선,잠실나루,56
토요일,2호선,외선,잠실나루,42
토요일,2호선,내선,잠실나루,51
토요일,2호선,외선,잠실나루,50
토요일,2호선,내선,잠실나루,47
토요일,2호선,외선,잠실나루,49
토요일,2호선,내선,잠실나루,46
토요일,2호선,외선,잠실나루,56
토요일,2호선,내선,잠실나루,43
토요일,2호선,외선,잠실나루,54
토요일,2호선,내선,잠실나루,42
토요일,2호선,외선,잠실나루,50
토요일,2호선,내선,잠실나루,40
토요일,2호선,외선,잠실나루,49
토요일,2호선,내선,잠실나루,29
토요일,2호선,외선,잠실나루,42
토요일,2호선,내선,잠실나루,30
토요일,2호선,외선,잠실나루,38
토요일,2호선,내선,잠실나루,32
토요일,2호선,외선,잠실나루,44
토요일,2호선,내선,잠실나루,34
토요일,2호선,외선,잠실나루,42
토요일,2호선,내선,잠실나루,54
토요일,2호선,외선,잠실나루,34
토요일,2호선,내선,잠실나루,0
토요일,2호선,외선,잠실나루,0
일요일,2호선,내선,잠실나루,10
일요일,2호선,외선,잠실나루,13
일요일,2호선,내선,잠실나루,10
일요일,2호선,외선,잠실나루,10
일요일,2호선,내선,잠실나루,11
일요일,2호선,외선,잠실나루,12
일요일,2호선,내선,잠실나루,24
일요일,2호선,외선,잠실나루,22
일요일,2호선,내선,잠실나루,34
일요일,2호선,외선,잠실나루,20
일요일,2호선,내선,잠실나루,31
일요일,2호선,외선,잠실나루,20
일요일,2호선,내선,잠실나루,40
일요일,2호선,외선,잠실나루,30
일요일,2호선,내선,잠실나루,38
일요일,2호선,외선,잠실나루,37
일요일,2호선,내선,잠실나루,40
일요일,2호선,외선,잠실나루,39
일요일,2호선,내선,잠실나루,37
일요일,2호선,외선,잠실나루,40
일요일,2호선,내선,잠실나루,39
일요일,2호선,외선,잠실나루,44
일요일,2호선,내선,잠실나루,33
일요일,2호선,외선,잠실나루,46
일요일,2호선,내선,잠실나루,39
일요일,2호선,외선,잠실나루,42
일요일,2호선,내선,잠실나루,42
일요일,2호선,외선,잠실나루,40
일요일,2호선,내선,잠실나루,29
일요일,2호선,외선,잠실나루,36
일요일,2호선,내선,잠실나루,26
일요일,2호선,외선,잠실나루,33
일요일,2호선,내선,잠실나루,24
일요일,2호선,외선,잠실나루,31
일요일,2호선,내선,잠실나루,27
일요일,2호선,외선,잠실나루,28
일요일,2호선,내선,잠실나루,30
일요일,2호선,외선,잠실나루,19
일요일,2호선,내선,잠실나루,0
일요일,2호선,외선,잠실나루,0
평일,2호선,내선,종합운동장,27
평일,2호선,외선,종합운동장,15
평일,2호선,내선,종합운동장,25
평일,2호선,외선,종합운동장,24
평일,2호선,내선,종합운동장,62
평일,2호선,외선,종합운동장,27
평일,2호선,내선,종합운동장,117
평일,2호선,외선,종합운동장,33
평일,2호선,내선,종합운동장,70
평일,2호선,외선,종합운동장,24
평일,2호선,내선,종합운동장,43
평일,2호선,외선,종합운동장,21
평일,2호선,내선,종합운동장,42
평일,2호선,외선,종합운동장,30
평일,2호선,내선,종합운동장,41
평일,2호선,외선,종합운동장,35
평일,2호선,내선,종합운동장,46
평일,2호선,외선,종합운동장,38
평일,2호선,내선,종합운동장,40
평일,2호선,외선,종합운동장,39
평일,2호선,내선,종합운동장,44
평일,2호선,외선,종합운동장,44
평일,2호선,내선,종합운동장,43
평일,2호선,외선,종합운동장,49
평일,2호선,내선,종합운동장,46
평일,2호선,외선,종합운동장,53
평일,2호선,내선,종합운동장,51
평일,2호선,외선,종합운동장,86
평일,2호선,내선,종합운동장,35
평일,2호선,외선,종합운동장,74
평일,2호선,내선,종합운동장,28
평일,2호선,외선,종합운동장,56
평일,2호선,내선,종합운동장,35
평일,2호선,외선,종합운동장,68
평일,2호선,내선,종합운동장,35
평일,2호선,외선,종합운동장,74
평일,2호선,내선,종합운동장,18
평일,2호선,외선,종합운동장,51
평일,2호선,내선,종합운동장,11
평일,2호선,외선,종합운동장,23
토요일,2호선,내선,종합운동장,31
토요일,2호선,외선,종합운동장,13
토요일,2호선,내선,종합운동장,15
토요일,2호선,외선,종합운동장,24
토요일,2호선,내선,종합운동장,18
토요일,2호선,외선,종합운동장,16
토요일,2호선,내선,종합운동장,30
토요일,2호선,외선,종합운동장,24
토요일,2호선,내선,종합운동장,47
토요일,2호선,외선,종합운동장,25
토요일,2호선,내선,종합운동장,49
토요일,2호선,외선,종합운동장,29
토요일,2호선,내선,종합운동장,59
토요일,2호선,외선,종합운동장,36
토요일,2호선,내선,종합운동장,61
토요일,2호선,외선,종합운동장,43
토요일,2호선,내선,종합운동장,61
토요일,2호선,외선,종합운동장,55
토요일,2호선,내선,종합운동장,56
토요일,2호선,외선,종합운동장,52
토요일,2호선,내선,종합운동장,50
토요일,2호선,외선,종합운동장,62
토요일,2호선,내선,종합운동장,49
토요일,2호선,외선,종합운동장,62
토요일,2호선,내선,종합운동장,54
토요일,2호선,외선,종합운동장,54
토요일,2호선,내선,종합운동장,50
토요일,2호선,외선,종합운동장,51
토요일,2호선,내선,종합운동장,34
토요일,2호선,외선,종합운동장,45
토요일,2호선,내선,종합운동장,37
토요일,2호선,외선,종합운동장,38
토요일,2호선,내선,종합운동장,40
토요일,2호선,외선,종합운동장,46
토요일,2호선,내선,종합운동장,39
토요일,2호선,외선,종합운동장,48
토요일,2호선,내선,종합운동장,40
토요일,2호선,외선,종합운동장,50
토요일,2호선,내선,종합운동장,0
토요일,2호선,외선,종합운동장,0
일요일,2호선,내선,종합운동장,14
일요일,2호선,외선,종합운동장,10
일요일,2호선,내선,종합운동장,11
일요일,2호선,외선,종합운동장,13
일요일,2호선,내선,종합운동장,12
일요일,2호선,외선,종합운동장,12
일요일,2호선,내선,종합운동장,22
일요일,2호선,외선,종합운동장,24
일요일,2호선,내선,종합운동장,38
일요일,2호선,외선,종합운동장,24
일요일,2호선,내선,종합운동장,37
일요일,2호선,외선,종합운동장,24
일요일,2호선,내선,종합운동장,43
일요일,2호선,외선,종합운동장,34
일요일,2호선,내선,종합운동장,47
일요일,2호선,외선,종합운동장,33
일요일,2호선,내선,종합운동장,48
일요일,2호선,외선,종합운동장,40
일요일,2호선,내선,종합운동장,44
일요일,2호선,외선,종합운동장,43
일요일,2호선,내선,종합운동장,42
일요일,2호선,외선,종합운동장,45
일요일,2호선,내선,종합운동장,39
일요일,2호선,외선,종합운동장,49
일요일,2호선,내선,종합운동장,43
일요일,2호선,외선,종합운동장,45
일요일,2호선,내선,종합운동장,43
일요일,2호선,외선,종합운동장,42
일요일,2호선,내선,종합운동장,34
일요일,2호선,외선,종합운동장,37
일요일,2호선,내선,종합운동장,32
일요일,2호선,외선,종합운동장,32
일요일,2호선,내선,종합운동장,30
일요일,2호선,외선,종합운동장,32
일요일,2호선,내선,종합운동장,31
일요일,2호선,외선,종합운동장,28
일요일,2호선,내선,종합운동장,24
일요일,2호선,외선,종합운동장,24
일요일,2호선,내선,종합운동장,0
일요일,2호선,외선,종합운동장,0
평일,2호선,내선,충정로,21
평일,2호선,외선,충정로,10
평일,2호선,내선,충정로,28
평일,2호선,외선,충정로,13
평일,2호선,내선,충정로,59
평일,2호선,외선,충정로,28
평일,2호선,내선,충정로,110
평일,2호선,외선,충정로,38
평일,2호선,내선,충정로,53
평일,2호선,외선,충정로,27
평일,2호선,내선,충정로,40
평일,2호선,외선,충정로,26
평일,2호선,내선,충정로,47
평일,2호선,외선,충정로,36
평일,2호선,내선,충정로,44
평일,2호선,외선,충정로,35
평일,2호선,내선,충정로,49
평일,2호선,외선,충정로,40
평일,2호선,내선,충정로,44
평일,2호선,외선,충정로,42
평일,2호선,내선,충정로,44
평일,2호선,외선,충정로,43
평일,2호선,내선,충정로,44
평일,2호선,외선,충정로,45
평일,2호선,내선,충정로,45
평일,2호선,외선,충정로,57
평일,2호선,내선,충정로,47
평일,2호선,외선,충정로,106
평일,2호선,내선,충정로,35
평일,2호선,외선,충정로,68
평일,2호선,내선,충정로,24
평일,2호선,외선,충정로,64
평일,2호선,내선,충정로,37
평일,2호선,외선,충정로,59
평일,2호선,내선,충정로,40
평일,2호선,외선,충정로,68
평일,2호선,내선,충정로,37
평일,2호선,외선,충정로,41
평일,2호선,내선,충정로,10
평일,2호선,외선,충정로,21
토요일,2호선,내선,충정로,28
토요일,2호선,외선,충정로,10
토요일,2호선,내선,충정로,22
